public_case_id,base_score_id,base_musicxml_path,prompt,expected_edit_actions_json,tags_json,difficulty
pe_0592,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,"Add a second voice to measure 152 in Violin 2. While the existing melody plays in voice 1, write three quarter notes in voice 2: A3 on beat 1, B3 on beat 2, and C#4 on beat 3.","[{""args"":{""beat"":1.0,""duration"":""quarter"",""measure"":152,""part"":""Violin 2"",""pitch"":""A3"",""voice"":2},""name"":""add_note""},{""args"":{""beat"":2.0,""duration"":""quarter"",""measure"":152,""part"":""Violin 2"",""pitch"":""B3"",""voice"":2},""name"":""add_note""},{""args"":{""beat"":3.0,""duration"":""quarter"",""measure"":152,""part"":""Violin 2"",""pitch"":""C#4"",""voice"":2},""name"":""add_note""}]","[""multivoice_creation"",""counterline"",""quarter-notes"",""complex_multivoice_creation""]",medium
pe_0593,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,"At measure 20, make the vocal entrance softer with a p marking right at the beginning.","[{""args"":{""beat"":1.0,""level"":""p"",""measure_number"":20,""part"":""Voice""},""name"":""add_dynamic""}]","[""dynamic"",""voice"",""simple_single_edit""]",easy
pe_0594,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,Please add a staccato to the Voice note corresponding to the lyric “field.”,"[{""args"":{""articulation_type"":""staccato"",""beat"":2,""measure_number"":8,""part"":""Voice"",""voice"":1},""name"":""add_articulation""}]","[""articulation"",""voice"",""single-note"",""simple_single_edit""]",hard
pe_0595,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,Add a staccato on the singer's quarter note D5 at beat 3 of measure 22.,"[{""args"":{""articulation_type"":""staccato"",""beat"":3.0,""measure_number"":22,""part"":""Voice"",""voice"":1},""name"":""add_articulation""}]","[""articulation"",""staccato"",""voice"",""simple_single_edit""]",easy
pe_0596,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,Replace the singer’s note on beat 3 of bar 13 with a quarter-note B4 instead.,"[{""args"":{""beat"":3.0,""measure"":13,""new_duration"":""quarter"",""new_pitch"":""B4"",""part"":""Voice"",""voice"":1},""name"":""replace_note""}]","[""replace-note"",""voice"",""pitch-change"",""simple_single_edit""]",easy
pe_0597,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,"Insert one empty bar before measure 32, then fill that new bar with a dotted half-note C5 in the voice part only.","[{""args"":{""before"":32,""count"":1},""name"":""insert_measure""},{""args"":{""beat"":1,""dots"":1,""duration"":""half"",""measure"":32,""part"":""Voice"",""pitch"":""C5"",""voice"":1},""name"":""add_note""}]","[""insert-measure"",""compositional"",""voice-only"",""fill-bar"",""compositional_insert_replace""]",medium
pe_0598,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,Add a staccato to the singer's A on beat 3 of measure 41.,"[{""args"":{""articulation_type"":""staccato"",""beat"":3.0,""measure_number"":41,""part"":""Voice"",""voice"":1},""name"":""add_articulation""}]","[""articulation"",""voice"",""simple_single_edit""]",easy
pe_0599,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,"Please add a slur in the vocal line from the first note of bar 17 through the first note of bar 18, and give the first note of bar 18 a tenuto.","[{""args"":{""end_beat"":1.0,""end_measure"":18,""part"":""Voice"",""start_beat"":1.0,""start_measure"":17,""voice"":1},""name"":""add_slur""},{""args"":{""articulation_type"":""tenuto"",""beat"":1.0,""measure_number"":18,""part"":""Voice"",""voice"":1},""name"":""add_articulation""}]","[""slur"",""articulation"",""voice"",""ordered_calls"",""multi_call_notation""]",medium
pe_0600,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,"Insert a new empty measure just before bar 39, then fill it with a simple pickup figure in the voice part only: A4 quarter, B4 quarter, C#5 quarter.","[{""args"":{""before"":39,""count"":1},""name"":""insert_measure""},{""args"":{""beat"":1,""duration"":""quarter"",""measure"":39,""part"":""Voice"",""pitch"":""A4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2,""duration"":""quarter"",""measure"":39,""part"":""Voice"",""pitch"":""B4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":3,""duration"":""quarter"",""measure"":39,""part"":""Voice"",""pitch"":""C#5"",""voice"":1},""name"":""add_note""}]","[""insert_measure"",""compositional"",""voice_only"",""melodic_fill"",""compositional_insert_replace""]",hard
pe_0601,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,Please add a staccato to the singer's last note in bar 24.,"[{""args"":{""articulation_type"":""staccato"",""beat"":3.5,""measure_number"":24,""part"":""Voice"",""voice"":1},""name"":""add_articulation""}]","[""articulation"",""voice"",""single-note"",""simple_single_edit""]",easy
pe_0602,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,"At measure 37, add a rehearsal mark A and put a start repeat there through measure 40.","[{""args"":{""measure_number"":37,""text"":""A""},""name"":""add_rehearsal_mark""},{""args"":{""end_measure"":40,""start_measure"":37,""times"":2},""name"":""add_repeat""}]","[""repeat"",""rehearsal-mark"",""structure"",""multi_call_notation""]",medium
pe_0603,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,Please raise the singer’s first note in bar 22 from F to G.,"[{""args"":{""beat"":1,""measure"":22,""new_pitch"":""G5"",""part"":""Voice"",""voice"":1},""name"":""replace_note""}]","[""pitch_change"",""voice"",""single_note"",""simple_single_edit""]",easy
pe_0604,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,Add the chord symbol Gm above measure 22 at the start of the bar.,"[{""args"":{""beat"":1.0,""measure_number"":22,""symbol"":""Gm""},""name"":""add_chord_symbol""}]","[""chord_symbol"",""harmony"",""simple_single_edit""]",easy
pe_0605,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,Take out the rall. marking at bar 19 in the voice part only.,"[{""args"":{""beat"":1,""measure_number"":19,""part"":""Voice"",""text"":""rall.""},""name"":""remove_text_expression""}]","[""text_expression"",""remove"",""voice"",""simple_single_edit""]",easy
pe_0606,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,Add a slashed 8th grace-note D5 before the vocal C at beat 1 of measure 25.,"[{""args"":{""beat"":1,""measure"":25,""part"":""Voice"",""pitch"":""D5"",""slash"":true,""voice"":1},""name"":""add_grace_note""}]","[""grace_note"",""voice"",""simple_single_edit""]",easy
pe_0607,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,Replace the Voice note on beat 3 of measure 52 with a G5 instead.,"[{""args"":{""beat"":3.0,""measure"":52,""new_pitch"":""G5"",""part"":""Voice"",""voice"":1},""name"":""replace_note""}]","[""pitch-change"",""voice"",""simple"",""simple_single_edit""]",easy
pe_0608,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,Please add a staccato on the second G# in the singer's measure 43.,"[{""args"":{""articulation_type"":""staccato"",""beat"":2,""measure_number"":43,""part"":""Voice"",""voice"":1},""name"":""add_articulation""}]","[""articulation"",""voice"",""single_call"",""simple_single_edit""]",medium
pe_0609,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,"Mark bars 24 through 27 with a repeat, and add rehearsal mark A at bar 24.","[{""args"":{""end_measure"":27,""start_measure"":24,""times"":2},""name"":""add_repeat""},{""args"":{""measure_number"":24,""text"":""A""},""name"":""add_rehearsal_mark""}]","[""repeat"",""rehearsal-mark"",""structure"",""multi_call_notation""]",medium
pe_0610,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,Change the key signature to E major at bar 14 and keep existing pitches as is.,"[{""args"":{""key_signature"":""E major"",""measure_number"":14,""transpose_existing"":false},""name"":""set_key_signature""}]","[""key_signature"",""structural"",""structural_layout""]",easy
pe_0611,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,Change the time signature at measure 48 to 4/4.,"[{""args"":{""measure_number"":48,""time_signature"":""4/4""},""name"":""set_time_signature""}]","[""time_signature"",""structural"",""layout"",""structural_layout""]",easy
pe_0612,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,Add a slur over the last two vocal notes of measure 61 and the long D in measure 62.,"[{""args"":{""end_beat"":1,""end_measure"":62,""part"":""Voice"",""start_beat"":3,""start_measure"":61,""voice"":1},""name"":""add_slur""}]","[""slur"",""voice"",""cross_measure"",""simple_single_edit""]",medium
pe_0613,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,"Add a one-bar repeat for measures 37 through 38, and mark measure 37 with rehearsal letter A.","[{""args"":{""end_measure"":38,""start_measure"":37,""times"":2},""name"":""add_repeat""},{""args"":{""measure_number"":37,""text"":""A""},""name"":""add_rehearsal_mark""}]","[""repeat"",""rehearsal-mark"",""structural"",""multi-call"",""multi_call_notation""]",medium
pe_0614,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,"In the voice part, change the last note of bar 20 from E-flat to D.","[{""args"":{""beat"":3.5,""measure"":20,""new_pitch"":""D4"",""part"":""Voice"",""voice"":1},""name"":""replace_note""}]","[""pitch_change"",""voice"",""simple_single_edit""]",easy
pe_0615,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,"At measure 41, add a crescendo in the voice starting on the entrance on beat 3 and carrying into the second note of measure 42, then land on mf there.","[{""args"":{""end_beat"":2,""end_measure"":42,""hairpin_type"":""crescendo"",""part"":""Voice"",""start_beat"":3,""start_measure"":41},""name"":""add_hairpin""},{""args"":{""beat"":2,""level"":""mf"",""measure_number"":42,""part"":""Voice""},""name"":""add_dynamic""}]","[""hairpin"",""dynamic"",""voice"",""multi-step"",""multi_call_notation""]",hard
pe_0616,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,Put a chord symbol G over beat 3 of measure 42.,"[{""args"":{""beat"":3.0,""measure_number"":42,""symbol"":""G""},""name"":""add_chord_symbol""}]","[""chord-symbol"",""harmony"",""simple_single_edit""]",easy
pe_0617,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,Put an F major chord symbol at the start of measure 24.,"[{""args"":{""beat"":1.0,""measure_number"":24,""symbol"":""F""},""name"":""add_chord_symbol""}]","[""harmony"",""symbol"",""simple_single_edit""]",easy
pe_0618,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,Please add a staccato to the singer’s last note in bar 30.,"[{""args"":{""articulation_type"":""staccato"",""beat"":3.5,""measure_number"":30,""part"":""Voice"",""voice"":1},""name"":""add_articulation""}]","[""articulation"",""single-note"",""vocal"",""simple_single_edit""]",easy
pe_0619,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,Replace the quarter rest at the start of measure 26 in the voice with a sung B-flat quarter.,"[{""args"":{""beat"":1.0,""measure"":26,""part"":""Voice"",""voice"":1},""name"":""remove_note""},{""args"":{""beat"":1.0,""duration"":""quarter"",""measure"":26,""part"":""Voice"",""pitch"":""Bb4"",""voice"":1},""name"":""add_note""}]","[""replace_rest_with_note"",""voice"",""compositional"",""compositional_insert_replace""]",medium
pe_0620,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,"In the vocal line, change the last note of bar 34 from B natural to A.","[{""args"":{""beat"":3.0,""measure"":34,""new_pitch"":""A4"",""part"":""Voice"",""voice"":1},""name"":""replace_note""}]","[""pitch-change"",""voice"",""single-note"",""simple_single_edit""]",easy
pe_0621,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,Add a rehearsal mark A at measure 9 and put a start repeat at measure 9 with the end repeat at measure 10.,"[{""args"":{""measure_number"":9,""text"":""A""},""name"":""add_rehearsal_mark""},{""args"":{""end_measure"":10,""start_measure"":9,""times"":2},""name"":""add_repeat""}]","[""repeat"",""rehearsal-mark"",""structure"",""multi_call_notation""]",medium
pe_0622,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,Make the singer's phrase in bars 30–31 one continuous slur instead of three separate slurs: remove the slurs there and make a new one starting on beat 1 of bar 30 through beat 3 of bar 31.,"[{""args"":{""part"":""Voice"",""start_beat"":1,""start_measure"":30,""voice"":1},""name"":""remove_slur""},{""args"":{""part"":""Voice"",""start_beat"":1,""start_measure"":31,""voice"":1},""name"":""remove_slur""},{""args"":{""part"":""Voice"",""start_beat"":3,""start_measure"":30,""voice"":1},""name"":""remove_slur""},{""args"":{""end_beat"":3,""end_measure"":31,""part"":""Voice"",""start_beat"":1,""start_measure"":30,""voice"":1},""name"":""add_slur""}]","[""slur"",""voice"",""phrase-shaping"",""three-call"",""multi_call_notation""]",hard
pe_0623,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,Make measures 29–30 a repeated tag and mark the start with rehearsal letter C.,"[{""args"":{""measure_number"":29,""text"":""C""},""name"":""add_rehearsal_mark""},{""args"":{""end_measure"":30,""start_measure"":29,""times"":2},""name"":""add_repeat""}]","[""repeat"",""rehearsal_mark"",""multi_call"",""structure"",""multi_call_notation""]",medium
pe_0624,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,Remove the little ritardando marking over the vocal entrance in bar 28 and replace it with a tempo marking of quarter=72 there.,"[{""args"":{""beat"":1,""measure_number"":28,""part"":""Voice"",""text"":""poco rit.""},""name"":""remove_text_expression""},{""args"":{""beat"":1,""bpm"":72,""measure_number"":28,""part"":""Voice""},""name"":""set_tempo""}]","[""tempo"",""text-expression"",""replacement"",""multi-call"",""multi_call_notation""]",medium
pe_0625,delius_it_was_a_lover_and_his_lass_bars001-064,datasets/scores/delius_it_was_a_lover_and_his_lass_bars001-064.musicxml,Add a rehearsal mark A at measure 37 and bracket measures 37–38 as a first ending.,"[{""args"":{""measure_number"":37,""text"":""A""},""name"":""add_rehearsal_mark""},{""args"":{""end_measure"":38,""label"":""1."",""number"":1,""start_measure"":37},""name"":""add_ending_bracket""}]","[""rehearsal_mark"",""ending_bracket"",""multi_call"",""structure"",""multi_call_notation""]",medium
